author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;underground;residential_complex
ПИК;https://www.cian.ru/sale/flat/275094425/;Москва;sale;flat;15;33;1;25.5;7101625;Люблино;к13.1;Перерва;Люблинский парк ЖК
ПИК;https://www.cian.ru/sale/flat/274791361/;Москва;sale;flat;17;22;1;21.9;7144288;Нагатино-Садовники;к1.5;Нагатинская;Второй Нагатинский ЖК
А101;https://www.cian.ru/sale/flat/273052686/;Москва;sale;flat;9;15;1;23.6;7248295;;;Филатов Луг;
А101;https://www.cian.ru/sale/flat/274078450/;Москва;sale;flat;9;30;1;23.6;7187401;Южное Бутово;к2.4;Бунинская аллея;Южные Сады ЖК
А101;https://www.cian.ru/sale/flat/273051961/;Москва;sale;flat;14;15;1;23.4;7196199;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273051638/;Москва;sale;flat;7;15;1;21.3;7151826;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273053312/;Москва;sale;flat;3;15;1;22.9;7227753;;;Прокшино;
Д-Инвест;https://www.cian.ru/sale/flat/271789889/;Москва;sale;flat;7;18;-1;25.8;7224000;Останкинский;;Ботанический сад;Легендарный квартал ЖК
А101;https://www.cian.ru/sale/flat/275545628/;Москва;sale;flat;11;16;1;23.4;7226807;;;Улица Скобелевская;
А101;https://www.cian.ru/sale/flat/275545605/;Москва;sale;flat;9;16;1;23.5;7176314;;;Улица Скобелевская;
Владис;https://www.cian.ru/sale/flat/288107738/;Москва;sale;flat;6;17;1;28.8;7200000;;;Бунинская аллея;
ПИК;https://www.cian.ru/sale/flat/274205548/;Москва;sale;flat;26;33;1;25.7;7213990;Западное Дегунино;Северный ао;Лианозово;Бусиновский Парк ЖК
ПИК;https://www.cian.ru/sale/flat/276932581/;Москва;sale;flat;2;22;1;23.6;7205677;Нагатино-Садовники;к1.2;Нагатинская;Второй Нагатинский ЖК
Этажи Москва;https://www.cian.ru/sale/flat/283257106/;Москва;sale;flat;4;4;-1;14.8;7200000;Ховрино;Клинская;Ховрино;
ПИК;https://www.cian.ru/sale/flat/274345570/;Москва;sale;flat;30;33;1;25.7;7228867;Очаково-Матвеевское;к1.4;Давыдково;Новое Очаково ЖК
ПИК;https://www.cian.ru/sale/flat/275806064/;Москва;sale;flat;17;28;1;23.5;7232416;Гольяново;;Черкизовская;Амурский парк ЖК
Инженер;https://www.cian.ru/sale/flat/282313600/;Москва;sale;flat;6;16;1;21.0;7150000;;;Улица Скобелевская;
Толкачев;https://www.cian.ru/sale/flat/281249078/;Москва;sale;flat;5;8;-1;32.0;7200000;Марьина роща;проезд 3-й Марьиной рощи;Марьина роща;
А101;https://www.cian.ru/sale/flat/274079114/;Москва;sale;flat;7;30;1;21.8;7297690;Южное Бутово;;Бунинская аллея;Южные Сады ЖК
А101;https://www.cian.ru/sale/flat/273053348/;Москва;sale;flat;11;15;1;20.4;7320143;;;Прокшино;
ПИК;https://www.cian.ru/sale/flat/271410674/;Москва;sale;flat;22;33;1;23.8;7346437;Чертаново Южное;;Красный Строитель;Ютаново ЖК
Дарья Румянцева;https://www.cian.ru/sale/flat/286163055/;Москва;sale;flat;10;18;1;24.5;7300000;Крюково;Зеленоград;;Жемчужина Зеленограда
А101;https://www.cian.ru/sale/flat/273873628/;Москва;sale;flat;6;30;1;23.1;7437023;Южное Бутово;к2.3;Бунинская аллея;Южные Сады ЖК
А101;https://www.cian.ru/sale/flat/273053051/;Москва;sale;flat;9;12;1;20.6;7417602;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273051520/;Москва;sale;flat;11;16;1;23.3;7421645;;;Прокшино;
А101;https://www.cian.ru/sale/flat/273053057/;Москва;sale;flat;10;12;1;20.4;7411127;;;Прокшино;
А101;https://www.cian.ru/sale/flat/275545856/;Москва;sale;flat;5;9;1;21.0;7423955;;;Улица Скобелевская;
А101;https://www.cian.ru/sale/flat/275546451/;Москва;sale;flat;2;16;1;25.1;7425880;;;Улица Скобелевская;
Этажи Москва;https://www.cian.ru/sale/flat/282699801/;Москва;sale;flat;1;5;1;21.0;7350000;Академический;Шверника;Академическая;
ПИК;https://www.cian.ru/sale/flat/277323996/;Москва;sale;flat;14;33;1;23.6;7350394;Отрадное;;Владыкино;Сигнальный 16 ЖК
ID 12585457;https://www.cian.ru/sale/flat/288063419/;Москва;sale;flat;8;15;1;23.5;7399000;;;Коммунарка;
А101;https://www.cian.ru/sale/flat/273053243/;Москва;sale;flat;3;12;1;23.4;7488771;;;Филатов Луг;
А101;https://www.cian.ru/sale/flat/273053265/;Москва;sale;flat;12;12;1;20.9;7482349;;;Филатов Луг;
А101;https://www.cian.ru/sale/flat/273053229/;Москва;sale;flat;9;12;1;24.0;7464818;;;Филатов Луг;
А101;https://www.cian.ru/sale/flat/273360089/;Москва;sale;flat;3;12;1;22.9;7490607;;;Прокшино;
ПИК;https://www.cian.ru/sale/flat/273654411/;Москва;sale;flat;19;33;1;25.6;7495680;Западное Дегунино;Северный ао;Бескудниково;Бусиновский Парк ЖК
Этажи Москва;https://www.cian.ru/sale/flat/284416217/;Москва;sale;flat;6;25;1;21.6;7450000;Люблино;Люблинская;Братиславская;Люблинский парк
А101;https://www.cian.ru/sale/flat/273053962/;Москва;sale;flat;18;23;1;23.3;7584755;Южное Бутово;к1.3;Бунинская аллея;Южные Сады ЖК
